gender,age,attendance,study_hours,sleep_hours,social_media_hours,physical_activity,mental_health,internet_quality,motivation_level,parental_education,family_income,part_time_job,previous_scores,exam_score
Male,20.0,67.0,12.0,7.0,2.5,2,5.0,Good,Medium,High School,High,No,58.0,59.0
Male,20.0,90.0,21.0,8.0,2.5,2,5.0,Good,Medium,High School,Low,No,75.0,71.0
Male,20.0,93.0,18.0,6.0,2.5,5,5.0,Good,Medium,High School,Low,No,55.0,67.0
Female,20.0,95.0,24.0,6.0,2.5,3,5.0,Good,High,Postgraduate,Low,No,96.0,73.0
Male,20.0,84.0,20.0,8.0,2.5,3,5.0,Good,Medium,High School,High,No,72.0,66.0
Male,20.0,94.0,21.0,5.0,2.5,2,5.0,Good,Medium,College,Low,No,94.0,73.0
Female,20.0,61.0,10.0,7.0,2.5,4,5.0,Good,High,High School,Medium,No,85.0,62.0
Female,20.0,64.0,31.0,6.0,2.5,3,5.0,Good,Medium,High School,Low,No,93.0,69.0
Female,20.0,64.0,19.0,8.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,94.0,66.0
Male,20.0,89.0,24.0,9.0,2.5,3,5.0,Good,Medium,High School,Low,No,53.0,68.0
Male,20.0,63.0,15.0,6.0,2.5,5,5.0,Good,Low,High School,High,No,86.0,65.0
Male,20.0,80.0,22.0,8.0,2.5,2,5.0,Good,High,College,Low,No,61.0,67.0
Female,20.0,79.0,12.0,7.0,2.5,2,5.0,Good,Low,High School,Medium,No,99.0,64.0
Male,20.0,72.0,23.0,6.0,2.5,3,5.0,Good,Medium,High School,Medium,No,89.0,67.0
Female,20.0,95.0,18.0,7.0,2.5,3,5.0,Good,Low,High School,Medium,No,50.0,66.0
Female,20.0,67.0,20.0,9.0,2.5,3,5.0,Good,High,High School,High,No,96.0,68.0
Male,20.0,74.0,24.0,7.0,2.5,2,5.0,Good,Low,College,Medium,No,65.0,68.0
Male,20.0,91.0,13.0,9.0,2.5,2,5.0,Good,Low,College,Low,No,71.0,64.0
Female,20.0,61.0,16.0,7.0,2.5,1,5.0,Good,Low,High School,Medium,No,81.0,63.0
Female,20.0,87.0,23.0,5.0,2.5,3,5.0,Good,Medium,College,Medium,No,96.0,72.0
Female,20.0,93.0,33.0,7.0,2.5,1,5.0,Good,Medium,Postgraduate,Low,No,96.0,75.0
Male,20.0,97.0,19.0,5.0,2.5,3,5.0,Good,Low,High School,Low,No,78.0,71.0
Male,20.0,95.0,24.0,7.0,2.5,3,5.0,Good,Low,High School,High,No,66.0,71.0
Female,20.0,73.0,19.0,6.0,2.5,5,5.0,Good,Low,College,Medium,No,64.0,66.0
Female,20.0,83.0,32.0,10.0,2.5,4,5.0,Good,Medium,High School,Low,No,68.0,71.0
Male,20.0,63.0,10.0,9.0,2.5,5,5.0,Good,Low,Postgraduate,Medium,No,59.0,61.0
Male,20.0,70.0,21.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,83.0,65.0
Female,20.0,64.0,10.0,9.0,2.5,1,5.0,Good,Low,High School,Low,No,76.0,58.0
Male,20.0,73.0,5.0,6.0,2.5,2,5.0,Good,High,High School,Medium,No,89.0,62.0
Female,20.0,95.0,22.0,5.0,2.5,0,5.0,Good,Medium,College,High,No,55.0,69.0
Male,20.0,74.0,21.0,8.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,70.0,65.0
Female,20.0,82.0,18.0,8.0,2.5,4,5.0,Good,High,High School,Low,No,62.0,69.0
Female,20.0,77.0,19.0,6.0,2.5,3,5.0,Good,High,College,Low,No,77.0,68.0
Male,20.0,78.0,39.0,6.0,2.5,2,5.0,Good,Medium,College,Low,No,73.0,70.0
Female,20.0,99.0,18.0,8.0,2.5,4,5.0,Good,Medium,High School,Low,No,72.0,72.0
Female,20.0,72.0,23.0,4.0,2.5,4,5.0,Good,Low,Postgraduate,Low,No,66.0,66.0
Female,20.0,85.0,16.0,8.0,2.5,4,5.0,Good,Low,High School,High,No,86.0,68.0
Male,20.0,77.0,22.0,7.0,2.5,4,5.0,Good,High,College,Low,No,74.0,67.0
Female,20.0,62.0,19.0,8.0,2.5,2,5.0,Good,Medium,College,Low,No,60.0,61.0
Female,20.0,80.0,18.0,8.0,2.5,2,5.0,Good,Medium,College,Low,No,77.0,64.0
Male,20.0,93.0,31.0,6.0,2.5,2,5.0,Good,Medium,High School,Medium,No,80.0,74.0
Female,20.0,64.0,27.0,5.0,2.5,3,5.0,Good,High,High School,Low,No,51.0,64.0
Male,20.0,63.0,21.0,9.0,2.5,2,5.0,Good,Medium,Postgraduate,Medium,No,60.0,64.0
Male,20.0,66.0,6.0,7.0,2.5,4,5.0,Good,Low,Postgraduate,Low,No,62.0,61.0
Male,20.0,91.0,18.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,62.0,71.0
Male,20.0,89.0,36.0,8.0,2.5,3,5.0,Good,Low,College,Low,No,62.0,72.0
Female,20.0,83.0,19.0,6.0,2.5,5,5.0,Good,Medium,Postgraduate,Medium,No,64.0,68.0
Female,20.0,79.0,27.0,8.0,2.5,5,5.0,Good,High,College,Low,No,63.0,69.0
Male,20.0,96.0,29.0,8.0,2.5,4,5.0,Good,High,High School,Low,No,94.0,74.0
Female,20.0,91.0,21.0,9.0,2.5,4,5.0,Good,Low,College,Low,No,66.0,70.0
Male,20.0,92.0,15.0,9.0,2.5,2,5.0,Good,Low,Postgraduate,High,No,67.0,69.0
Male,20.0,93.0,5.0,7.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,63.0,64.0
Male,20.0,86.0,24.0,8.0,2.5,5,5.0,Good,Medium,Postgraduate,High,No,98.0,71.0
Male,20.0,78.0,15.0,7.0,2.5,3,5.0,Good,Low,College,High,No,77.0,65.0
Male,20.0,95.0,21.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,81.0,71.0
Female,20.0,97.0,13.0,5.0,2.5,2,5.0,Good,Low,Postgraduate,Medium,No,87.0,71.0
Male,20.0,61.0,18.0,7.0,2.5,2,5.0,Good,Medium,Postgraduate,High,No,67.0,66.0
Male,20.0,62.0,20.0,4.0,2.5,4,5.0,Good,High,High School,High,No,98.0,64.0
Male,20.0,98.0,22.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,58.0,70.0
Male,20.0,71.0,13.0,9.0,2.5,3,5.0,Good,Low,High School,High,No,73.0,61.0
Female,20.0,95.0,27.0,8.0,2.5,3,5.0,Good,High,High School,Medium,No,57.0,71.0
Male,20.0,76.0,16.0,7.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,90.0,65.0
Female,20.0,65.0,10.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,55.0,59.0
Male,20.0,63.0,19.0,6.0,2.5,2,5.0,Good,Low,College,Medium,No,78.0,63.0
Female,20.0,66.0,20.0,6.0,2.5,3,5.0,Good,Low,Postgraduate,High,No,55.0,64.0
Male,20.0,70.0,21.0,8.0,2.5,4,5.0,Good,Low,College,High,No,73.0,63.0
Female,20.0,80.0,28.0,5.0,2.5,2,5.0,Good,Medium,Postgraduate,Low,No,64.0,70.0
Male,20.0,88.0,19.0,5.0,2.5,3,5.0,Good,Medium,High School,Medium,No,95.0,70.0
Male,20.0,99.0,19.0,8.0,2.5,4,5.0,Good,Medium,College,Medium,No,53.0,72.0
Female,20.0,78.0,13.0,7.0,2.5,2,5.0,Good,High,College,Low,No,82.0,65.0
Female,20.0,81.0,25.0,7.0,2.5,1,5.0,Good,High,Postgraduate,Medium,No,85.0,71.0
Male,20.0,81.0,21.0,7.0,2.5,1,5.0,Good,Medium,Postgraduate,Medium,No,94.0,70.0
Female,20.0,82.0,17.0,10.0,2.5,3,5.0,Good,Medium,High School,High,No,94.0,66.0
Female,20.0,81.0,9.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,99.0,64.0
Male,20.0,60.0,29.0,7.0,2.5,4,5.0,Good,Medium,Postgraduate,Low,No,63.0,64.0
Male,20.0,60.0,13.0,10.0,2.5,4,5.0,Good,Low,College,Medium,No,64.0,59.0
Male,20.0,64.0,16.0,7.0,2.5,4,5.0,Good,Medium,High School,Low,No,70.0,65.0
Male,20.0,64.0,22.0,10.0,2.5,3,5.0,Good,Medium,High School,Low,No,77.0,66.0
Female,20.0,88.0,13.0,4.0,2.5,2,5.0,Good,High,High School,High,No,68.0,67.0
Male,20.0,68.0,11.0,5.0,2.5,4,5.0,Good,Medium,High School,Low,No,87.0,62.0
Male,20.0,96.0,7.0,6.0,2.5,3,5.0,Good,Medium,College,High,No,50.0,65.0
Female,20.0,97.0,24.0,8.0,2.5,2,5.0,Good,Medium,Postgraduate,Low,No,51.0,73.0
Male,20.0,99.0,17.0,10.0,2.5,2,5.0,Good,Low,College,Medium,No,86.0,70.0
Female,20.0,98.0,38.0,6.0,2.5,4,5.0,Good,Medium,Postgraduate,Low,No,94.0,75.0
Female,20.0,71.0,14.0,8.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,89.0,66.0
Female,20.0,80.0,14.0,10.0,2.5,3,5.0,Good,Low,Postgraduate,Low,No,56.0,65.0
Female,20.0,67.0,17.0,9.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,97.0,64.0
Male,20.0,92.0,21.0,6.0,2.5,5,5.0,Good,Low,College,Low,No,76.0,70.0
Male,20.0,96.0,17.0,8.0,2.5,5,5.0,Good,Medium,High School,Medium,No,87.0,71.0
Male,20.0,94.0,24.0,8.0,2.5,3,5.0,Good,Low,High School,Medium,No,60.0,68.0
Male,20.0,77.0,14.0,6.0,2.5,2,5.0,Good,Low,College,Low,No,77.0,64.0
Female,20.0,90.0,12.0,8.0,2.5,3,5.0,Good,Low,High School,Low,No,67.0,67.0
Male,20.0,64.0,9.0,6.0,2.5,6,5.0,Good,Medium,High School,Low,No,99.0,65.0
Female,20.0,62.0,7.0,7.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,74.0,62.0
Female,20.0,90.0,17.0,5.0,2.5,1,5.0,Good,Low,College,Medium,No,88.0,68.0
Male,20.0,77.0,18.0,4.0,2.5,2,5.0,Good,Medium,College,Medium,No,80.0,66.0
Male,20.0,100.0,16.0,7.0,2.5,2,5.0,Good,High,College,Low,No,55.0,69.0
Male,20.0,64.0,27.0,7.0,2.5,4,5.0,Good,High,High School,High,No,77.0,68.0
Female,20.0,94.0,27.0,5.0,2.5,2,5.0,Good,Medium,College,Medium,No,77.0,71.0
Female,20.0,79.0,18.0,8.0,2.5,4,5.0,Good,Medium,College,Low,No,86.0,68.0
Male,20.0,93.0,9.0,7.0,2.5,2,5.0,Good,Medium,College,Low,No,66.0,64.0
Male,20.0,93.0,17.0,8.0,2.5,3,5.0,Good,Low,College,Low,No,93.0,66.0
Male,20.0,97.0,16.0,8.0,2.5,2,5.0,Good,High,High School,High,No,81.0,70.0
Female,20.0,72.0,16.0,9.0,2.5,1,5.0,Good,Medium,College,Medium,No,52.0,60.0
Male,20.0,98.0,16.0,8.0,2.5,2,5.0,Good,Low,College,Low,No,85.0,69.0
Male,20.0,66.0,16.0,7.0,2.5,4,5.0,Good,Low,College,Medium,No,95.0,65.0
Female,20.0,63.0,18.0,7.0,2.5,2,5.0,Good,Medium,High School,Medium,No,84.0,66.0
Female,20.0,77.0,16.0,10.0,2.5,3,5.0,Good,Medium,High School,Medium,No,69.0,64.0
Female,20.0,93.0,21.0,8.0,2.5,1,5.0,Good,Medium,College,High,No,80.0,71.0
Male,20.0,79.0,22.0,7.0,2.5,3,5.0,Good,Medium,College,Medium,No,59.0,66.0
Female,20.0,93.0,15.0,7.0,2.5,3,5.0,Good,Low,High School,Low,No,80.0,66.0
Male,20.0,89.0,28.0,6.0,2.5,3,5.0,Good,Medium,High School,Low,No,75.0,68.0
Male,20.0,68.0,14.0,5.0,2.5,5,5.0,Good,High,High School,High,No,51.0,63.0
Female,20.0,98.0,10.0,10.0,2.5,2,5.0,Good,Low,College,Low,No,66.0,66.0
Male,20.0,62.0,22.0,8.0,2.5,2,5.0,Good,Low,College,Medium,No,60.0,61.0
Male,20.0,96.0,15.0,5.0,2.5,3,5.0,Good,High,College,Low,No,70.0,70.0
Female,20.0,72.0,22.0,7.0,2.5,2,5.0,Good,Low,College,High,No,62.0,68.0
Male,20.0,80.0,6.0,9.0,2.5,2,5.0,Good,Low,Postgraduate,Low,No,92.0,65.0
Female,20.0,77.0,28.0,6.0,2.5,1,5.0,Good,High,Postgraduate,Low,No,85.0,69.0
Male,20.0,67.0,24.0,6.0,2.5,4,5.0,Good,Low,College,Medium,No,87.0,67.0
Male,20.0,74.0,11.0,8.0,2.5,3,5.0,Good,Low,High School,Medium,No,68.0,62.0
Female,20.0,68.0,11.0,8.0,2.5,4,5.0,Good,Low,High School,Low,No,50.0,61.0
Female,20.0,68.0,30.0,6.0,2.5,3,5.0,Good,High,Postgraduate,Medium,No,61.0,70.0
Male,20.0,67.0,16.0,6.0,2.5,3,5.0,Good,Medium,College,High,No,88.0,65.0
Female,20.0,80.0,15.0,8.0,2.5,4,5.0,Good,Medium,High School,Low,No,80.0,65.0
Male,20.0,92.0,6.0,5.0,2.5,4,5.0,Good,Medium,High School,Low,No,77.0,66.0
Female,20.0,83.0,18.0,6.0,2.5,3,5.0,Good,Low,High School,Medium,No,64.0,66.0
Male,20.0,96.0,19.0,7.0,2.5,3,5.0,Good,High,College,Low,No,54.0,69.0
Female,20.0,85.0,24.0,8.0,2.5,3,5.0,Good,Medium,High School,Low,No,89.0,70.0
Male,20.0,88.0,12.0,6.0,2.5,1,5.0,Good,Low,High School,Medium,No,52.0,63.0
Female,20.0,87.0,11.0,8.0,2.5,3,5.0,Good,High,High School,Medium,No,53.0,64.0
Female,20.0,78.0,23.0,9.0,2.5,2,5.0,Good,High,College,Low,No,65.0,65.0
Male,20.0,88.0,26.0,6.0,2.5,4,5.0,Good,Medium,High School,Low,No,79.0,71.0
Female,20.0,63.0,11.0,10.0,2.5,3,5.0,Good,High,High School,Medium,No,100.0,61.0
Male,20.0,94.0,26.0,9.0,2.5,3,5.0,Good,Low,High School,High,No,55.0,69.0
Male,20.0,91.0,20.0,7.0,2.5,4,5.0,Good,Medium,High School,Medium,No,74.0,69.0
Female,20.0,70.0,27.0,7.0,2.5,3,5.0,Good,Low,High School,Low,No,80.0,66.0
Male,20.0,91.0,20.0,6.0,2.5,2,5.0,Good,Medium,High School,High,No,91.0,72.0
Male,20.0,61.0,5.0,9.0,2.5,3,5.0,Good,High,College,Medium,No,84.0,60.0
Male,20.0,69.0,19.0,7.0,2.5,1,5.0,Good,Medium,College,Low,No,90.0,62.0
Female,20.0,63.0,26.0,5.0,2.5,5,5.0,Good,Medium,High School,Medium,No,76.0,66.0
Male,20.0,91.0,15.0,4.0,2.5,2,5.0,Good,Low,High School,High,No,72.0,69.0
Male,20.0,90.0,18.0,7.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,81.0,69.0
Female,20.0,93.0,19.0,7.0,2.5,3,5.0,Good,Low,High School,Medium,No,95.0,71.0
Female,20.0,60.0,3.0,6.0,2.5,1,5.0,Good,Low,Postgraduate,Low,No,78.0,57.0
Female,20.0,80.0,30.0,5.0,2.5,4,5.0,Good,Medium,Postgraduate,Low,No,80.0,72.0
Female,20.0,88.0,15.0,4.0,2.5,4,5.0,Good,Medium,High School,Medium,No,67.0,66.0
Female,20.0,66.0,23.0,6.0,2.5,3,5.0,Good,Medium,College,Medium,No,80.0,66.0
Male,20.0,86.0,19.0,6.0,2.5,3,5.0,Good,Medium,College,Medium,No,81.0,70.0
Male,20.0,63.0,28.0,8.0,2.5,2,5.0,Good,Medium,High School,Low,No,88.0,67.0
Female,20.0,67.0,22.0,7.0,2.5,3,5.0,Good,Medium,College,Medium,No,79.0,65.0
Female,20.0,79.0,19.0,9.0,2.5,3,5.0,Good,Low,High School,Low,No,60.0,63.0
Female,20.0,86.0,15.0,8.0,2.5,3,5.0,Good,Medium,College,Low,No,79.0,68.0
Male,20.0,66.0,25.0,8.0,2.5,3,5.0,Good,Medium,High School,Medium,No,65.0,63.0
Male,20.0,67.0,9.0,8.0,2.5,5,5.0,Good,Medium,College,Medium,No,54.0,63.0
Female,20.0,68.0,24.0,5.0,2.5,4,5.0,Good,High,College,High,No,91.0,68.0
Female,20.0,70.0,13.0,6.0,2.5,0,5.0,Good,Medium,College,Low,No,53.0,60.0
Female,20.0,69.0,28.0,10.0,2.5,2,5.0,Good,High,High School,Medium,No,82.0,67.0
Male,20.0,76.0,21.0,4.0,2.5,3,5.0,Good,High,College,Low,No,99.0,65.0
Male,20.0,86.0,24.0,7.0,2.5,2,5.0,Good,Medium,College,Low,No,54.0,68.0
Female,20.0,78.0,20.0,8.0,2.5,2,5.0,Good,Medium,High School,Medium,No,61.0,62.0
Female,20.0,91.0,9.0,4.0,2.5,4,5.0,Good,Low,Postgraduate,Medium,No,88.0,65.0
Male,20.0,89.0,15.0,6.0,2.5,3,5.0,Good,High,High School,Low,No,55.0,66.0
Male,20.0,65.0,24.0,10.0,2.5,4,5.0,Good,Low,High School,Medium,No,92.0,67.0
Female,20.0,62.0,21.0,7.0,2.5,2,5.0,Good,Low,High School,High,No,50.0,60.0
Female,20.0,95.0,27.0,6.0,2.5,4,5.0,Good,High,Postgraduate,Medium,No,94.0,74.0
Male,20.0,63.0,22.0,7.0,2.5,4,5.0,Good,Medium,High School,High,No,53.0,62.0
Male,20.0,66.0,14.0,6.0,2.5,3,5.0,Good,Low,College,High,No,96.0,61.0
Male,20.0,61.0,15.0,10.0,2.5,4,5.0,Good,High,High School,Medium,No,93.0,63.0
Male,20.0,85.0,21.0,6.0,2.5,3,5.0,Good,Medium,College,Low,No,77.0,66.0
Female,20.0,83.0,6.0,6.0,2.5,4,5.0,Good,Medium,Postgraduate,Low,No,89.0,65.0
Male,20.0,99.0,30.0,5.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,54.0,72.0
Female,20.0,95.0,23.0,7.0,2.5,2,5.0,Good,Medium,High School,Low,No,57.0,70.0
Female,20.0,76.0,27.0,7.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,68.0,71.0
Male,20.0,75.0,11.0,9.0,2.5,2,5.0,Good,Medium,College,High,No,77.0,64.0
Male,20.0,72.0,27.0,5.0,2.5,2,5.0,Good,Low,College,High,No,93.0,70.0
Male,20.0,66.0,33.0,8.0,2.5,3,5.0,Good,Medium,High School,Medium,No,77.0,68.0
Male,20.0,66.0,12.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,83.0,61.0
Male,20.0,65.0,25.0,4.0,2.5,2,5.0,Good,High,High School,High,No,84.0,68.0
Female,20.0,65.0,20.0,6.0,2.5,2,5.0,Good,Medium,Postgraduate,Low,No,94.0,64.0
Female,20.0,70.0,11.0,6.0,2.5,4,5.0,Good,Low,High School,Medium,No,89.0,64.0
Female,20.0,72.0,23.0,10.0,2.5,4,5.0,Good,Medium,Postgraduate,Medium,No,99.0,71.0
Female,20.0,98.0,25.0,8.0,2.5,2,5.0,Good,Medium,College,Medium,No,51.0,72.0
Female,20.0,83.0,16.0,7.0,2.5,1,5.0,Good,Medium,College,High,No,60.0,66.0
Female,20.0,100.0,27.0,4.0,2.5,3,5.0,Good,Low,High School,Low,No,97.0,74.0
Male,20.0,75.0,10.0,4.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,90.0,65.0
Female,20.0,78.0,11.0,8.0,2.5,3,5.0,Good,Low,High School,Low,No,63.0,64.0
Male,20.0,73.0,21.0,8.0,2.5,4,5.0,Good,Medium,College,Medium,No,99.0,69.0
Male,20.0,67.0,20.0,6.0,2.5,3,5.0,Good,Low,College,Low,No,93.0,62.0
Male,20.0,66.0,16.0,7.0,2.5,2,5.0,Good,High,Postgraduate,Medium,No,53.0,62.0
Female,20.0,98.0,25.0,7.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,91.0,72.0
Female,20.0,99.0,23.0,7.0,2.5,3,5.0,Good,High,High School,Medium,No,89.0,73.0
Female,20.0,62.0,25.0,6.0,2.5,4,5.0,Good,High,Postgraduate,Medium,No,61.0,64.0
Female,20.0,66.0,19.0,8.0,2.5,3,5.0,Good,Medium,High School,Medium,No,83.0,65.0
Male,20.0,77.0,24.0,9.0,2.5,1,5.0,Good,Medium,High School,Low,No,99.0,70.0
Female,20.0,67.0,17.0,6.0,2.5,3,5.0,Good,High,Postgraduate,High,No,84.0,66.0
Female,20.0,75.0,32.0,5.0,2.5,2,5.0,Good,Low,College,High,No,91.0,70.0
Female,20.0,65.0,15.0,6.0,2.5,3,5.0,Good,Low,High School,Medium,No,55.0,63.0
Male,20.0,78.0,33.0,7.0,2.5,4,5.0,Good,Medium,High School,Low,No,86.0,69.0
Male,20.0,71.0,20.0,8.0,2.5,2,5.0,Good,Low,High School,Medium,No,60.0,64.0
Female,20.0,74.0,12.0,8.0,2.5,5,5.0,Good,Medium,Postgraduate,Medium,No,54.0,63.0
Male,20.0,64.0,28.0,8.0,2.5,3,5.0,Good,Low,Postgraduate,Medium,No,78.0,66.0
Female,20.0,77.0,21.0,8.0,2.5,1,5.0,Good,Low,College,High,No,88.0,68.0
Male,20.0,99.0,25.0,7.0,2.5,3,5.0,Good,Medium,High School,High,No,77.0,97.0
Female,20.0,73.0,27.0,9.0,2.5,1,5.0,Good,Medium,High School,Medium,No,97.0,67.0
Male,20.0,95.0,22.0,7.0,2.5,4,5.0,Good,Medium,College,Medium,No,85.0,71.0
Female,20.0,94.0,16.0,8.0,2.5,2,5.0,Good,Low,College,Low,No,56.0,66.0
Male,20.0,98.0,26.0,7.0,2.5,2,5.0,Good,Medium,Postgraduate,Low,No,97.0,72.0
Female,20.0,92.0,20.0,7.0,2.5,4,5.0,Good,Low,Postgraduate,Low,No,58.0,70.0
Male,20.0,86.0,24.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,88.0,69.0
Female,20.0,94.0,7.0,9.0,2.5,3,5.0,Good,High,Postgraduate,Medium,No,57.0,66.0
Female,20.0,63.0,23.0,7.0,2.5,3,5.0,Good,Low,Postgraduate,Medium,No,100.0,69.0
Male,20.0,79.0,16.0,6.0,2.5,3,5.0,Good,Low,College,Medium,No,67.0,65.0
Female,20.0,100.0,30.0,6.0,2.5,4,5.0,Good,Medium,College,Low,No,75.0,75.0
Male,20.0,91.0,24.0,8.0,2.5,2,5.0,Good,Medium,Postgraduate,Low,No,73.0,70.0
Male,20.0,98.0,21.0,6.0,2.5,3,5.0,Good,Low,High School,Medium,No,55.0,70.0
Male,20.0,91.0,23.0,7.0,2.5,2,5.0,Good,Low,High School,Low,No,75.0,69.0
Female,20.0,95.0,14.0,7.0,2.5,2,5.0,Good,Medium,College,Low,No,57.0,68.0
Male,20.0,88.0,30.0,6.0,2.5,2,5.0,Good,High,College,High,No,90.0,73.0
Male,20.0,90.0,32.0,5.0,2.5,3,5.0,Good,High,College,Medium,No,98.0,74.0
Female,20.0,81.0,22.0,5.0,2.5,2,5.0,Good,Medium,College,High,No,90.0,66.0
Female,20.0,97.0,30.0,6.0,2.5,2,5.0,Good,High,High School,Low,No,72.0,74.0
Male,20.0,93.0,17.0,5.0,2.5,2,5.0,Good,Low,High School,High,No,50.0,67.0
Female,20.0,94.0,15.0,8.0,2.5,2,5.0,Good,Low,College,Medium,No,52.0,67.0
Female,20.0,87.0,20.0,10.0,2.5,2,5.0,Good,Low,College,Medium,No,75.0,70.0
Male,20.0,72.0,23.0,6.0,2.5,2,5.0,Good,Medium,High School,High,No,84.0,67.0
Female,20.0,61.0,18.0,6.0,2.5,3,5.0,Good,High,College,Medium,No,91.0,80.0
Male,20.0,97.0,23.0,6.0,2.5,2,5.0,Good,Low,College,Low,No,80.0,70.0
Female,20.0,83.0,22.0,8.0,2.5,4,5.0,Good,Low,High School,High,No,99.0,71.0
Male,20.0,72.0,14.0,8.0,2.5,2,5.0,Good,High,College,High,No,75.0,64.0
Female,20.0,66.0,23.0,7.0,2.5,3,5.0,Good,Medium,College,Medium,No,80.0,68.0
Male,20.0,93.0,25.0,5.0,2.5,3,5.0,Good,Medium,High School,Low,No,62.0,68.0
Female,20.0,93.0,21.0,6.0,2.5,3,5.0,Good,Medium,High School,High,No,67.0,69.0
Male,20.0,93.0,27.0,7.0,2.5,2,5.0,Good,Low,Postgraduate,Medium,No,84.0,72.0
Male,20.0,86.0,13.0,7.0,2.5,5,5.0,Good,Medium,College,Low,No,80.0,65.0
Male,20.0,75.0,23.0,7.0,2.5,4,5.0,Good,Medium,High School,High,No,68.0,64.0
Female,20.0,72.0,13.0,8.0,2.5,4,5.0,Good,Low,Postgraduate,Low,No,56.0,64.0
Male,20.0,60.0,13.0,5.0,2.5,4,5.0,Good,High,High School,Low,No,67.0,58.0
Male,20.0,93.0,16.0,7.0,2.5,3,5.0,Good,Low,High School,Medium,No,52.0,69.0
Male,20.0,63.0,14.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,79.0,61.0
Female,20.0,85.0,17.0,6.0,2.5,2,5.0,Good,Medium,College,Medium,No,66.0,68.0
Male,20.0,80.0,19.0,6.0,2.5,4,5.0,Good,Low,College,Low,No,69.0,66.0
Female,20.0,81.0,25.0,8.0,2.5,4,5.0,Good,Low,College,Medium,No,79.0,68.0
Male,20.0,97.0,18.0,5.0,2.5,3,5.0,Good,Low,College,Low,No,79.0,70.0
Male,20.0,61.0,10.0,10.0,2.5,2,5.0,Good,Medium,College,High,No,79.0,62.0
Male,20.0,91.0,27.0,8.0,2.5,3,5.0,Good,Low,High School,Medium,No,75.0,71.0
Female,20.0,62.0,15.0,7.0,2.5,3,5.0,Good,High,Postgraduate,Low,No,74.0,61.0
Male,20.0,62.0,20.0,7.0,2.5,3,5.0,Good,Low,College,Medium,No,91.0,64.0
Male,20.0,77.0,23.0,8.0,2.5,2,5.0,Good,Medium,College,Low,No,73.0,65.0
Male,20.0,63.0,21.0,6.0,2.5,1,5.0,Good,Low,High School,Medium,No,77.0,63.0
Female,20.0,92.0,27.0,6.0,2.5,3,5.0,Good,Low,High School,Low,No,99.0,74.0
Male,20.0,81.0,23.0,9.0,2.5,2,5.0,Good,Low,College,Medium,No,59.0,68.0
Female,20.0,61.0,15.0,6.0,2.5,3,5.0,Good,High,High School,High,No,86.0,65.0
Male,20.0,62.0,33.0,7.0,2.5,2,5.0,Good,Low,College,Medium,No,74.0,66.0
Male,20.0,85.0,21.0,6.0,2.5,2,5.0,Good,Medium,High School,Medium,No,92.0,69.0
Male,20.0,92.0,19.0,7.0,2.5,2,5.0,Good,Low,College,High,No,70.0,69.0
Female,20.0,78.0,26.0,8.0,2.5,3,5.0,Good,Medium,College,Medium,No,65.0,70.0
Female,20.0,82.0,21.0,10.0,2.5,4,5.0,Good,High,High School,High,No,60.0,70.0
Male,20.0,92.0,22.0,6.0,2.5,3,5.0,Good,Medium,High School,Medium,No,94.0,71.0
Female,20.0,84.0,35.0,5.0,2.5,3,5.0,Good,Medium,High School,Medium,No,86.0,72.0
Male,20.0,69.0,18.0,7.0,2.5,4,5.0,Good,Medium,High School,Low,No,54.0,61.0
Female,20.0,85.0,18.0,6.0,2.5,3,5.0,Good,High,High School,Medium,No,86.0,68.0
Male,20.0,85.0,21.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,52.0,66.0
Male,20.0,89.0,26.0,8.0,2.5,4,5.0,Good,Low,High School,Low,No,59.0,70.0
Female,20.0,85.0,11.0,10.0,2.5,3,5.0,Good,Low,College,Low,No,80.0,63.0
Female,20.0,99.0,8.0,6.0,2.5,3,5.0,Good,Medium,High School,Medium,No,73.0,68.0
Male,20.0,68.0,16.0,4.0,2.5,4,5.0,Good,Medium,College,Medium,No,92.0,62.0
